Reactor Loads Summary (created on 2025-03-10 16:45:01)

================================================================================
RECENT REACTOR LOADS (after October 1, 2024)
================================================================================
LoadID | LRF Number | Job Number | PCN | Submitted Date | Submitted By | Test Type | Test Condition | Reactor | Condition Type | Sample Count
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.22 | ppmvd
NO | 36.1 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
0627-1576-0767 | Honeycomb

Load ID: 524, LRF: LR-25-00063, Condition: Huntertown PN576
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.22 | ppmvd
NO | 36.1 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
0627-1576-0801 | Honeycomb

Load ID: 522, LRF: LR-25-00061, Condition: Trimble2_deNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
TRIM-2-3B-24-0108 | Plate

Load ID: 521, LRF: LR-25-00061, Condition: Trimble2_deNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
TRIM-2-2B-24-0108 | Plate

Load ID: 520, LRF: LR-25-00061, Condition: Trimble2_deNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
TRIM-2-1B-24-0108 | Plate

Load ID: 519, LRF: LR-25-00061, Condition: Trimble2_deNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
TRIM-2-3A-24-0108 | Plate

Load ID: 518, LRF: LR-25-00061, Condition: Trimble2_deNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
TRIM-2-2A-24-0108 | Plate

Load ID: 517, LRF: LR-25-00061, Condition: Trimble2_deNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd
NO | 216.0 | ppmvd
SO2 | 2825.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
TRIM-2-1A-24-0108 | Plate

Load ID: 516, LRF: LR-25-00060, Condition: Napanee PN2680
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
NO | 30.9 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2680-0102-2670 | Honeycomb

Load ID: 515, LRF: LR-25-00060, Condition: Napanee PN2680
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
NO | 30.9 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
1603-0761 | Honeycomb

Load ID: 395, LRF: LR-24-00223, Condition: Sutter U1
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.309 | ppmvd
NO | 32.6 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
0430-4263-0541 | Honeycomb

Load ID: 514, LRF: LR-25-00059, Condition: Sabine River Works BA109 (6373) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6373-0101-0332 | Honeycomb

Load ID: 513, LRF: LR-25-00058, Condition: Sinclair SMR Emergency Replace 2025 (6379) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6379-0101-0251 | Honeycomb

Load ID: 512, LRF: LR-25-00057, Condition: McPherson Reformer Repl. 2025 (6355) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6355-0101-0035 | Honeycomb
6355-0101-0035 | Honeycomb

Load ID: 511, LRF: LR-25-00056, Condition: Dongguan PDH DeNMHC (6358) - VOC Removal
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6358-0101-0728 | Honeycomb

Load ID: 510, LRF: LR-25-00055, Condition: Dow Freeport LHC-9 Repl 2025 F-120 (6354) - NOx Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
NO | 25.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6354-0101-0012 | Honeycomb

Load ID: 509, LRF: LR-25-00054, Condition: Harrison County Replmt s25 (6347) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6347-0101-1708 | Honeycomb

Load ID: 508, LRF: LR-25-00053, Condition: Dow FS-1 Retrofit (6345) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6345-0101-0372 | Honeycomb

Load ID: 507, LRF: LR-25-00052, Condition: Kings Mountain Energy Center SCR Repl s25 (6333) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6333-0101-0007. | Honeycomb

Load ID: 506, LRF: LR-25-00051, Condition: Saltend CO Catalyst (6266) - CO Oxidation
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00017 | Honeycomb

Load ID: 505, LRF: LR-25-00050, Condition: Saltend SCR Catalyst (6265) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00016 | Honeycomb

Load ID: 504, LRF: LR-25-00049, Condition: CNOOC Shenzhen HRSG (6243) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00015 | Honeycomb

Load ID: 503, LRF: LR-25-00048, Condition: Shell Polymer Monaca Catalyst Replmt (6339) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6339-0101-1580 | Honeycomb

Load ID: 502, LRF: LR-25-00047, Condition: Baytown Ethylene Heater BOP XGF 01 (6337) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6337-0101-0478 | Honeycomb

Load ID: 501, LRF: LR-25-00046, Condition: Osprey U2 Replmt Meteor (6210) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6210-0101-0007 | Honeycomb

Load ID: 500, LRF: LR-25-00045, Condition: Osprey U1 Replmt Meteor (6242) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6242-0101-0018 | Honeycomb

Load ID: 499, LRF: LR-25-00044, Condition: Bethpage 1.1 CO Ramp
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
Beth-CO-U1.1-2024.03.12 | Plate

Load ID: 498, LRF: LR-25-00043, Condition: Bethpage 2.3 CO Ramp
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
BETH_CO-U2.3-20240423 | Plate

Load ID: 493, LRF: LR-25-00037, Condition: MT DeNOx Prequal
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 22.13 | ppmvd
NH3:NOx Molar Ratio | 1.36 | ppmvd
NO | 25.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6038-0101-1529 MT Prequal | Honeycomb

Load ID: 497, LRF: LR-25-00042, Condition: Bethlehem U6 Replmt (6312) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6312-0101-2799 | Honeycomb

Load ID: 496, LRF: LR-25-00041, Condition: UConn Replacement 2024 (6331) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6331-0101-0218 | Honeycomb

Load ID: 495, LRF: LR-25-00040, Condition: Port Arthur B6100 (6255) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6255-0101-0097 | Honeycomb

Load ID: 494, LRF: LR-25-00039, Condition: Safety Power SPI 8144 (6340) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6340-0101-0825 | Honeycomb
6340-0101-0827 | Honeycomb
6340-0101-0828 | Honeycomb

Load ID: 492, LRF: LR-25-00038, Condition: Potomac Energy (6303) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6303-0101-0293 | Honeycomb

Load ID: 491, LRF: LR-25-00036, Condition: SRP Coolidge (6298) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6298-0104-0774 | Honeycomb

Load ID: 490, LRF: LR-25-00036, Condition: SRP Coolidge (6298) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6298-0101-0091 | Honeycomb

Load ID: 489, LRF: LR-25-00035, Condition: Cayuga U2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
SO3 | 28.0 | ppmvd
NO | 262.0 | ppmvd
SO2 | 2800.0 | ppmvd
NH3:NOx Molar Ratio | 1.0 | ppmvd
SO3 | 28.0 | ppmvd
NO | 262.0 | ppmvd
SO2 | 2800.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240454-PCS-1 | Plate

Load ID: 486, LRF: LR-25-00033, Condition: Miami Fort U8 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
SO3 | 15.0 | ppmvd
NO | 363.0 | ppmvd
SO2 | 2584.0 | ppmvd
SO3 | 15.0 | ppmvd
NO | 363.0 | ppmvd
SO2 | 2584.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240545-PCS-1 | Plate

Load ID: 488, LRF: LR-25-00034, Condition: York CO ramp
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
YORK-6-CO-20-0624 | Plate

Load ID: 487, LRF: LR-25-00034, Condition: York CO ramp
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
YORK-5-CO-20-0624 | Plate

Load ID: 467, LRF: LR-25-00016, Condition: Amos U2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 415.0 | ppmvd
SO2 | 2369.0 | ppmvd
NO | 415.0 | ppmvd
SO2 | 2369.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240300-PCS-1 | Plate

Load ID: 485, LRF: LR-25-00032, Condition: AEP Dresden Power Plant Units 1A and 1B (6294) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00012 | Honeycomb

Load ID: 484, LRF: LR-25-00031, Condition: MacDill Extension E3E4 (6232) - DeNOx
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00009 | Honeycomb
AS25-00009 | Honeycomb
AS25-00010 | Honeycomb
AS25-00011 | Honeycomb

Load ID: 483, LRF: LR-25-00030, Condition: Apache Phase II (6227) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00008 | Honeycomb

Load ID: 482, LRF: LR-25-00029, Condition: GRDA (6203) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6203-0101-0035 | Honeycomb

Load ID: 481, LRF: LR-25-00029, Condition: GRDA (6203) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6203-0101-0006 | Honeycomb

Load ID: 480, LRF: LR-25-00028, Condition: AECI Siemens (6186) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6186 LL1 | Honeycomb

Load ID: 479, LRF: LR-25-00027, Condition: TVA Cumberland (6165) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00006 | Honeycomb

Load ID: 478, LRF: LR-25-00026, Condition: Trumbull (6077) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6077-0101-0007 | Honeycomb

Load ID: 477, LRF: LR-25-00025, Condition: Austin Powder NAP Reformer Common Spare (6338) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6338-0101-0545 | Honeycomb
6338-0101-0545 | Honeycomb

Load ID: 476, LRF: LR-25-00024, Condition: Friendswood Houston Power Project (6267) - NOx Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.36 | ppmvd
H2O | 10.4 | %
O2 | 14.5 | %
NO | 25.0 | ppmvd
Temperature | 442.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6267-0101-0006 | Honeycomb

Load ID: 475, LRF: LR-25-00023, Condition: Safety Power SPI 8145 (6341) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00004 | Honeycomb
AS25-00004 | Honeycomb
AS25-00004 | Honeycomb

Load ID: 474, LRF: LR-25-00022, Condition: Golden Pass CO Catalyst (4506) - CO Oxidation
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
C3H6 | 0.7 | ppmvd
C3H8 | 0.7 | ppmvd
H2O | 6.2 | %
NO | 14.8 | ppmvd
O2 | 15.06 | %
CO | 24.7 | ppmvd
SO2 | 0.2 | ppmvd
C3H6 | 2.4 | ppmvd
C3H8 | 2.4 | ppmvd
H2O | 10.0 | %
O2 | 12.04 | %
NO | 24.94 | ppmvd
CO | 47.2 | ppmvd
Temperature | 397.2 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
AS25-00003 | Honeycomb

Load ID: 473, LRF: LR-25-00021, Condition: LCRA Maxwell (6168) - DeNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
C3H6 | 10.0 | ppmvd
C3H8 | 10.0 | ppmvd
H2O | 10.6 | %
O2 | 11.3 | %
NO | 169.0 | ppmvd
CO | 201.0 | ppmvd
Temperature | 372.0 | °C
C3H6 | 10.0 | ppmvd
C3H8 | 10.0 | ppmvd
H2O | 10.6 | %
O2 | 11.3 | %
NO | 169.0 | ppmvd
CO | 201.0 | ppmvd
Temperature | 372.0 | °C
H2O | 10.6 | %
O2 | 11.3 | %
Temperature | 372.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6168-0101-2117 | Honeycomb
6168-0101-2117 | Honeycomb
6169-0101-1145 | Honeycomb
6170-0101-0534 | Honeycomb

Load ID: 472, LRF: LR-25-00020, Condition: Sinclair Wyoming Blr 12 repl s25 (6325) - NOx - Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.918 | ppmvd
O2 | 3.0 | %
H2O | 17.92 | %
NO | 40.01 | ppmvd
Temperature | 390.56 | °C
O2 | 3.0 | %
H2O | 17.92 | %
NO | 40.01 | ppmvd
Temperature | 390.56 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6325-0101-0136 | Honeycomb

Load ID: 471, LRF: LR-25-00019, Condition: Dow Freeport - LHC-9 Repl. 2024 NOx - Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.011 | ppmvd
O2 | 2.22 | %
H2O | 26.92 | %
NO | 73.06 | ppmvd
Temperature | 376.67 | °C
O2 | 2.22 | %
H2O | 26.92 | %
NO | 73.06 | ppmvd
Temperature | 376.67 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6326-0101-0088 | Honeycomb

Load ID: 470, LRF: LR-25-00018, Condition: Tung Hsiao GTs Replacement 2024 (6307) NOx - Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NO | 0.764 | ppmvd
NH3:NOx Molar Ratio | 0.84 | ppmvd
H2O | 3.02 | %
NO2 | 14.516 | ppmvd
O2 | 19.1 | %
Temperature | 285.9 | °C
H2O | 5.88 | %
O2 | 13.45 | %
NO | 34.09 | ppmvd
Temperature | 361.54 | °C
NH3:NOx Molar Ratio | 0.84 | ppmvd
NO | 2.05 | ppmvd
H2O | 5.76 | %
O2 | 16.1 | %
NO2 | 38.95 | ppmvd
Temperature | 293.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6307-0103-4058 | Honeycomb

Load ID: 469, LRF: LR-25-00018, Condition: Tung Hsiao GTs Replacement 2024 (6307) NOx - Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NO | 0.764 | ppmvd
NH3:NOx Molar Ratio | 0.84 | ppmvd
H2O | 3.02 | %
NO2 | 14.516 | ppmvd
O2 | 19.1 | %
Temperature | 285.9 | °C
H2O | 5.88 | %
O2 | 13.45 | %
NO | 34.09 | ppmvd
Temperature | 361.54 | °C
NH3:NOx Molar Ratio | 0.84 | ppmvd
NO | 2.05 | ppmvd
H2O | 5.76 | %
O2 | 16.1 | %
NO2 | 38.95 | ppmvd
Temperature | 293.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6307-0101-0911 | Honeycomb

Load ID: 468, LRF: LR-25-00017, Condition: 18V5160DF-ME Sabah Qibin PV (6214) CO Oxidation
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
H2O | 10.1 | %
O2 | 12.34 | %
NO | 41.97 | ppmvd
Temperature | 449.0 | °C
CO | 884.4 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6214-0101-0465 | Honeycomb

Load ID: 466, LRF: LR-25-00014, Condition: 2907 Greensville
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.001 | ppmvd
NO | 37.2 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2907-0103-0648 | Honeycomb

Load ID: 465, LRF: LR-25-00013, Condition: AES Harding Street Unit 7
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 167.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
HARD-7-2-24-1217 | Honeycomb

Load ID: 464, LRF: LR-25-00013, Condition: AES Harding Street Unit 7
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 167.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
HARD-7-1-24-1217 | Honeycomb

Load ID: 463, LRF: LR-25-00012, Condition: Brandon Shores U2 Hg Ox
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.9 | ppmvd
Hg | 15.0 | ug/Nm3d
Cl | 80.0 | ppmvd
NO | 287.0 | ppmvd
SO2 | 677.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
7270001033 | Honeycomb
1002142-145-51 | Honeycomb

Load ID: 462, LRF: LR-25-00012, Condition: Brandon Shores U2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 287.0 | ppmvd
SO2 | 677.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
1002142-145-51 | Honeycomb

Load ID: 461, LRF: LR-25-00012, Condition: Brandon Shores U2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 287.0 | ppmvd
SO2 | 677.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
7270001033 | Honeycomb

Load ID: 460, LRF: LR-25-00011, Condition: 502 Gilroy Peakers
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.22 | ppmvd
NO | 23.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
0608-1302-0846 | Honeycomb

Load ID: 459, LRF: LR-25-00010, Condition: 2372 Bear Garden
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.976 | ppmvd
NO | 63.5 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2372-1179-1000 | Honeycomb

Load ID: 458, LRF: LR-25-00010, Condition: 2372 Bear Garden
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.976 | ppmvd
NO | 63.5 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2372-1179-0978 | Honeycomb

Load ID: 457, LRF: LR-25-00009, Condition: Allen Combined Cycle
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.186 | ppmvd
NO | 30.6 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
7140068008 | Honeycomb

Load ID: 456, LRF: LR-25-00009, Condition: Allen Combined Cycle
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.186 | ppmvd
NO | 30.6 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
7140068015 | Honeycomb

Load ID: 583, LRF: LR-25-00007, Condition: Memphis prequal CO oxidation
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
C3H6 | 1.3 | ppmvd
C3H8 | 1.3 | ppmvd
NH3:NOx Molar Ratio | 1.333 | ppmvd
NO | 7.9 | ppmvd
CO | 13.2 | ppmvd
NH3:NOx Molar Ratio | 1.33 | ppmvd
NO | 7.9 | ppmvd
C3H6 | 10.0 | ppmvd
C3H8 | 10.0 | ppmvd
CO | 13.2 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
9112-2411-5530-13-1 (MM 150 ppm Pd) | Honeycomb

Load ID: 451, LRF: LR-25-00007, Condition: Memphis prequal CO oxidation
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
C3H6 | 1.3 | ppmvd
C3H8 | 1.3 | ppmvd
NH3:NOx Molar Ratio | 1.333 | ppmvd
NO | 7.9 | ppmvd
CO | 13.2 | ppmvd
NH3:NOx Molar Ratio | 1.33 | ppmvd
NO | 7.9 | ppmvd
C3H6 | 10.0 | ppmvd
C3H8 | 10.0 | ppmvd
CO | 13.2 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
9112-2411-5530-14-1 (MM 350 ppm Pd) | Honeycomb

Load ID: 450, LRF: LR-25-00006, Condition: Weston 4 Activity
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 110.0 | ppmvd
SO2 | 631.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WEST-4-6-24-1210 | Honeycomb

Load ID: 449, LRF: LR-25-00006, Condition: Weston 4 Activity
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 110.0 | ppmvd
SO2 | 631.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WEST-4-5-24-1210 | Honeycomb

Load ID: 448, LRF: LR-25-00006, Condition: Weston 4 Activity
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 110.0 | ppmvd
SO2 | 631.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WEST-4-4-24-1210 | Honeycomb

Load ID: 447, LRF: LR-25-00006, Condition: None
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WEST-4-3-24-1210 | Honeycomb

Load ID: 446, LRF: LR-25-00006, Condition: Weston 4 Activity
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 110.0 | ppmvd
SO2 | 631.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WEST-4-3-24-1210 | Honeycomb

